,pert_id,pert_iname,pcl_id,pcl_name,pcl_type,pcl_source,pcl_criteria
635,BRD-K67831364,ZM-323881,CP_VEGFR_INHIBITOR,VEGFR inhibitor,CP,Broad_moa,MoA
636,CGS001-5832,ALDH18A1,KD_ALDEHYDE_DEHYDROGENASES,Aldehyde dehydrogenases LOF,LOF,Broad_moa,MoA
637,CGS001-220,ALDH1A3,KD_ALDEHYDE_DEHYDROGENASES,Aldehyde dehydrogenases LOF,LOF,Broad_moa,MoA
638,CGS001-7915,ALDH5A1,KD_ALDEHYDE_DEHYDROGENASES,Aldehyde dehydrogenases LOF,LOF,Broad_moa,MoA
639,CGS001-4329,ALDH6A1,KD_ALDEHYDE_DEHYDROGENASES,Aldehyde dehydrogenases LOF,LOF,Broad_moa,MoA
640,CGS001-4087,SMAD2,KD_SMAD_FAMILY,SMAD family LOF,LOF,Broad_moa,MoA
641,CGS001-4089,SMAD4,KD_SMAD_FAMILY,SMAD family LOF,LOF,Broad_moa,MoA
642,CGS001-4090,SMAD5,KD_SMAD_FAMILY,SMAD family LOF,LOF,Broad_moa,MoA
643,BRD-K33226500,indinavir,CP_HIV_PROTEASE_INHIBITOR,HIV protease inhibitor,CP,Broad_moa,MoA
644,BRD-K99451608,lopinavir,CP_HIV_PROTEASE_INHIBITOR,HIV protease inhibitor,CP,Broad_moa,MoA
645,BRD-K60460488,nelfinavir,CP_HIV_PROTEASE_INHIBITOR,HIV protease inhibitor,CP,Broad_moa,MoA
646,BRD-K51485625,ritonavir,CP_HIV_PROTEASE_INHIBITOR,HIV protease inhibitor,CP,Broad_moa,MoA
647,BRD-K55344148,BU-224,CP_IMIDAZOLINE_LIGAND,Imidazoline ligand,CP,Broad_moa,MoA
648,BRD-K56115039,BU-226,CP_IMIDAZOLINE_LIGAND,Imidazoline ligand,CP,Broad_moa,MoA
649,BRD-K11696279,BU-239,CP_IMIDAZOLINE_LIGAND,Imidazoline ligand,CP,Broad_moa,MoA
650,BRD-K01638814,rilmenidine,CP_IMIDAZOLINE_LIGAND,Imidazoline ligand,CP,Broad_moa,MoA
651,CGS001-11215,AKAP11,KD_A_KINASE_ANCHORING_PROTEINS,Kinase anchoring proteins LOF,LOF,Broad_moa,MoA
652,CGS001-11214,AKAP13,KD_A_KINASE_ANCHORING_PROTEINS,Kinase anchoring proteins LOF,LOF,Broad_moa,MoA
653,CGS001-10142,AKAP9,KD_A_KINASE_ANCHORING_PROTEINS,Kinase anchoring proteins LOF,LOF,Broad_moa,MoA
654,CGS001-329,BIRC2,KD_BACULOVIRAL_IAP_REPEAT_DOMAIN_CONTAINING,Baculoviral IAP repeat domain containing LOF,LOF,Broad_moa,MoA
655,CGS001-330,BIRC3,KD_BACULOVIRAL_IAP_REPEAT_DOMAIN_CONTAINING,Baculoviral IAP repeat domain containing LOF,LOF,Broad_moa,MoA
656,CGS001-4671,NAIP,KD_BACULOVIRAL_IAP_REPEAT_DOMAIN_CONTAINING,Baculoviral IAP repeat domain containing LOF,LOF,Broad_moa,MoA
657,CGS001-6271,S100A1,KD_S100_CALCIUM_BINDING_PROTEINS,S100 calcium binding proteins LOF,LOF,Broad_moa,MoA
658,CGS001-6277,S100A6,KD_S100_CALCIUM_BINDING_PROTEINS,S100 calcium binding proteins LOF,LOF,Broad_moa,MoA
659,CGS001-6285,S100B,KD_S100_CALCIUM_BINDING_PROTEINS,S100 calcium binding proteins LOF,LOF,Broad_moa,MoA
660,BRD-A95513702,androsta-1,4-dien-3,17-dione,CP_AROMATASE_INHIBITOR,Aromatase inhibitor,MoA
CP,Broad_moa,,,,,,MoA
661,BRD-A73741725,exemestane,CP_AROMATASE_INHIBITOR,Aromatase inhibitor,CP,Broad_moa,MoA
662,BRD-A31801025,formestane,CP_AROMATASE_INHIBITOR,Aromatase inhibitor,CP,Broad_moa,MoA
663,CGS001-2957,GTF2A1,KD_GENERAL_TRANSCRIPTION_FACTORS_GROUP_2,General transcription factors group 2 LOF,LOF,Broad_moa,MoA
664,CGS001-2963,GTF2F2,KD_GENERAL_TRANSCRIPTION_FACTORS_GROUP_2,General transcription factors group 2 LOF,LOF,Broad_moa,MoA
665,CGS001-2967,GTF2H3,KD_GENERAL_TRANSCRIPTION_FACTORS_GROUP_2,General transcription factors group 2 LOF,LOF,Broad_moa,MoA
666,CGS001-8243,SMC1A,KD_STRUCTURAL_MAINTENANCE_OF_CHROMOSOMES_PROTEINS,Structural maintenance of chromosomes proteins LOF,LOF,Broad_moa,MoA
667,CGS001-9126,SMC3,KD_STRUCTURAL_MAINTENANCE_OF_CHROMOSOMES_PROTEINS,Structural maintenance of chromosomes proteins LOF,LOF,Broad_moa,MoA
668,CGS001-10051,SMC4,KD_STRUCTURAL_MAINTENANCE_OF_CHROMOSOMES_PROTEINS,Structural maintenance of chromosomes proteins LOF,LOF,Broad_moa,MoA
669,ccsbBroad304_06398,HPN,OE_SERINE_PROTEASES,Serine proteases GOF,GOF,Broad_moa,MoA
670,ccsbBroad304_01302,KLK6,OE_SERINE_PROTEASES,Serine proteases GOF,GOF,Broad_moa,MoA
671,ccsbBroad304_02619,PRSS23,OE_SERINE_PROTEASES,Serine proteases GOF,GOF,Broad_moa,MoA
672,ccsbBroad304_07006,ST14,OE_SERINE_PROTEASES,Serine proteases GOF,GOF,Broad_moa,MoA
673,CGS001-3146,HMGB1,KD_CANONICAL_HIGH_MOBILITY_GROUP_PROTEINS,Canonical high mobility group proteins LOF,LOF,Broad_moa,MoA
674,CGS001-127540,HMGB4,KD_CANONICAL_HIGH_MOBILITY_GROUP_PROTEINS,Canonical high mobility group proteins LOF,LOF,Broad_moa,MoA
675,CGS001-10473,HMGN4,KD_CANONICAL_HIGH_MOBILITY_GROUP_PROTEINS,Canonical high mobility group proteins LOF,LOF,Broad_moa,MoA
676,BRD-K62363391,dapsone,CP_DIHYDROFOLATE_REDUCTASE_INHIBITOR,Dihydrofolate reductase inhibitor,CP,Broad_moa,MoA
677,BRD-K59456551,methotrexate,CP_DIHYDROFOLATE_REDUCTASE_INHIBITOR,Dihydrofolate reductase inhibitor,CP,Broad_moa,MoA
678,BRD-K88429204,pyrimethamine,CP_DIHYDROFOLATE_REDUCTASE_INHIBITOR,Dihydrofolate reductase inhibitor,CP,Broad_moa,MoA
679,BRD-K50859149,sulfafurazole,CP_DIHYDROFOLATE_REDUCTASE_INHIBITOR,Dihydrofolate reductase inhibitor,CP,Broad_moa,MoA
680,ccsbBroad304_04406,PLA2G12B,OE_PHOSPHOLIPASES,Phospholipases GOF,GOF,Broad_moa,MoA
681,ccsbBroad304_07859,PLCB1,OE_PHOSPHOLIPASES,Phospholipases GOF,GOF,Broad_moa,MoA
682,ccsbBroad304_06736,PLCG2,OE_PHOSPHOLIPASES,Phospholipases GOF,GOF,Broad_moa,MoA
683,ccsbBroad304_01216,PLD1,OE_PHOSPHOLIPASES,Phospholipases GOF,GOF,Broad_moa,MoA
684,CGS001-4174,MCM5,KD_MCM_FAMILY,MCM family LOF,LOF,Broad_moa,MoA
685,CGS001-4175,MCM6,KD_MCM_FAMILY,MCM family LOF,LOF,Broad_moa,MoA
686,CGS001-84515,MCM8,KD_MCM_FAMILY,MCM family LOF,LOF,Broad_moa,MoA
687,BRD-K59369769,tozasertib,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
688,CGS001-4193,MDM2,KD_ZINC_FINGERS_RANBP2_TYPE,Zinc fingers RanBP2 type LOF,LOF,Broad_moa,MoA
689,CGS001-23118,TAB2,KD_ZINC_FINGERS_RANBP2_TYPE,Zinc fingers RanBP2 type LOF,LOF,Broad_moa,MoA
690,CGS001-257397,TAB3,KD_ZINC_FINGERS_RANBP2_TYPE,Zinc fingers RanBP2 type LOF,LOF,Broad_moa,MoA
691,CGS001-9406,ZRANB2,KD_ZINC_FINGERS_RANBP2_TYPE,Zinc fingers RanBP2 type LOF,LOF,Broad_moa,MoA
692,BRD-K59369769,tozasertib,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
693,CGS001-5320,PLA2G2A,KD_PHOSPHOLIPASES,Phospholipases LOF,LOF,Broad_moa,MoA
694,CGS001-23236,PLCB1,KD_PHOSPHOLIPASES,Phospholipases LOF,LOF,Broad_moa,MoA
695,CGS001-5335,PLCG1,KD_PHOSPHOLIPASES,Phospholipases LOF,LOF,Broad_moa,MoA
696,CGS001-5338,PLD2,KD_PHOSPHOLIPASES,Phospholipases LOF,LOF,Broad_moa,MoA
697,BRD-K12502280,TG-101348,CP_FLT3_INHIBITOR,FLT3 inhibitor,CP,Broad_moa,MoA
698,BRD-K59369769,tozasertib,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
699,BRD-K23192422,lestaurtinib,CP_FLT3_INHIBITOR,FLT3 inhibitor,CP,Broad_moa,MoA
700,BRD-K13646352,midostaurin,CP_FLT3_INHIBITOR,FLT3 inhibitor,CP,Broad_moa,MoA
701,BRD-K81528515,nilotinib,CP_FLT3_INHIBITOR,FLT3 inhibitor,CP,Broad_moa,MoA
702,BRD-K49810818,sorafenib,CP_FLT3_INHIBITOR,FLT3 inhibitor,CP,Broad_moa,MoA
703,BRD-M64432851,sunitinib,CP_FLT3_INHIBITOR,FLT3 inhibitor,CP,Broad_moa,MoA
704,BRD-K12502280,TG-101348,CP_FLT3_INHIBITOR,FLT3 inhibitor,CP,Broad_moa,MoA
705,BRD-K59369769,tozasertib,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
706,BRD-A83695761,chromanol,CP_POTASSIUM_CHANNEL_BLOCKER,Potassium channel blocker,CP,Broad_moa,MoA
707,BRD-A46179541,doxapram,CP_POTASSIUM_CHANNEL_BLOCKER,Potassium channel blocker,CP,Broad_moa,MoA
708,BRD-K99922388,DPO-1,CP_POTASSIUM_CHANNEL_BLOCKER,Potassium channel blocker,CP,Broad_moa,MoA
709,BRD-K38251852,paxilline,CP_POTASSIUM_CHANNEL_BLOCKER,Potassium channel blocker,CP,Broad_moa,MoA
710,BRD-K13646352,midostaurin,CP_PKC_INHIBITOR,PKC inhibitor,CP,Broad_moa,MoA
711,BRD-K82823804,PD-407824,CP_PKC_INHIBITOR,PKC inhibitor,CP,Broad_moa,MoA
712,BRD-K71512533,SNS-314,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
713,BRD-K59369769,tozasertib,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
714,BRD-K49448285,bisindolylmaleimide,CP_PKC_INHIBITOR,PKC inhibitor,CP,Broad_moa,MoA
715,BRD-K32292990,CGP-53353,CP_PKC_INHIBITOR,PKC inhibitor,CP,Broad_moa,MoA
716,BRD-K79404599,enzastaurin,CP_PKC_INHIBITOR,PKC inhibitor,CP,Broad_moa,MoA
717,BRD-K09991945,GSK-3-inhibitor-II,CP_PKC_INHIBITOR,PKC inhibitor,CP,Broad_moa,MoA
718,BRD-K04923131,GSK-3-inhibitor-IX,CP_PKC_INHIBITOR,PKC inhibitor,CP,Broad_moa,MoA
719,BRD-K13646352,midostaurin,CP_PKC_INHIBITOR,PKC inhibitor,CP,Broad_moa,MoA
720,BRD-K82823804,PD-407824,CP_PKC_INHIBITOR,PKC inhibitor,CP,Broad_moa,MoA
721,BRD-K71512533,SNS-314,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
722,BRD-K59369769,tozasertib,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
723,CGS001-392,ARHGAP1,KD_RHO_GTPASE_ACTIVATING_PROTEINS,Rho GTPase activating proteins LOF,LOF,Broad_moa,MoA
724,CGS001-10395,DLC1,KD_RHO_GTPASE_ACTIVATING_PROTEINS,Rho GTPase activating proteins LOF,LOF,Broad_moa,MoA
725,CGS001-117289,TAGAP,KD_RHO_GTPASE_ACTIVATING_PROTEINS,Rho GTPase activating proteins LOF,LOF,Broad_moa,MoA
726,BRD-K36740062,GSK-1070916,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
727,BRD-K83972459,JWE-035,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
728,BRD-K53665955,MK-5108,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
729,BRD-K21971034,OM-137,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
730,BRD-K77286328,reversine,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
731,BRD-K71512533,SNS-314,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
732,BRD-K59369769,tozasertib,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
733,CGS001-10933,MORF4L1,KD_EMSY_COMPLEX,EMSY complex LOF,LOF,Broad_moa,MoA
734,CGS001-5928,RBBP4,KD_EMSY_COMPLEX,EMSY complex LOF,LOF,Broad_moa,MoA
735,CGS001-5931,RBBP7,KD_EMSY_COMPLEX,EMSY complex LOF,LOF,Broad_moa,MoA
736,BRD-K68488863,ENMD-2076,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
737,BRD-K36740062,GSK-1070916,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
738,BRD-K83972459,JWE-035,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
739,BRD-K53665955,MK-5108,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
740,BRD-K21971034,OM-137,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
741,BRD-K77286328,reversine,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
742,BRD-K71512533,SNS-314,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
743,BRD-K59369769,tozasertib,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
744,BRD-A92826379,lupanine,CP_SODIUM_CHANNEL_BLOCKER,Sodium channel blocker,CP,Broad_moa,MoA
745,BRD-A64092382,mexiletine,CP_SODIUM_CHANNEL_BLOCKER,Sodium channel blocker,CP,Broad_moa,MoA
746,BRD-A64479082,quinidine,CP_SODIUM_CHANNEL_BLOCKER,Sodium channel blocker,CP,Broad_moa,MoA
747,BRD-K92049597,triamterene,CP_SODIUM_CHANNEL_BLOCKER,Sodium channel blocker,CP,Broad_moa,MoA
748,BRD-K68488863,ENMD-2076,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
749,BRD-K36740062,GSK-1070916,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
750,BRD-K83972459,JWE-035,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
751,BRD-K53665955,MK-5108,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
752,BRD-K21971034,OM-137,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
753,BRD-K77286328,reversine,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
754,BRD-K71512533,SNS-314,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
755,BRD-K59369769,tozasertib,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
756,BRD-K75295174,alisertib,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
757,BRD-K24576554,AT-9283,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
758,BRD-K53561341,aurora-a-inhibitor-i,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
759,BRD-K63923597,barasertib-HQPA,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
760,BRD-K07881437,danusertib,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
761,BRD-K68488863,ENMD-2076,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
762,BRD-K36740062,GSK-1070916,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
763,BRD-K83972459,JWE-035,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
764,BRD-K53665955,MK-5108,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
765,BRD-K21971034,OM-137,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
766,BRD-K77286328,reversine,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
767,BRD-K71512533,SNS-314,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
768,BRD-K59369769,tozasertib,CP_AURORA_KINASE_INHIBITOR,Aurora kinase inhibitor,CP,Broad_moa,MoA
769,BRD-K26674531,GR-235,CP_FXR_ANTAGONIST,FXR antagonist,CP,Broad_moa,MoA
770,BRD-A59808129,guggulsterone,CP_FXR_ANTAGONIST,FXR antagonist,CP,Broad_moa,MoA
771,BRD-K20986251,lithocholic-acid,CP_FXR_ANTAGONIST,FXR antagonist,CP,Broad_moa,MoA
772,BRD-K88560311,rucaparib,CP_PARP_INHIBITOR,PARP inhibitor,CP,Broad_moa,MoA
773,BRD-K87142802,veliparib,CP_PARP_INHIBITOR,PARP inhibitor,CP,Broad_moa,MoA
774,BRD-K75958195,pizotifen,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
775,BRD-K15588452,R-96544,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
776,BRD-K20742498,RS-39604,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
777,BRD-K30867024,SB-216641,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
778,BRD-A15530910,SDZ-21009,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
779,CGS001-170302,ARX,KD_PRD_CLASS_HOMEOBOXES_AND_PSUDOGENES,PRD class homeoboxes and psudogenes LOF,LOF,Broad_moa,MoA
780,CGS001-83881,MIXL1,KD_PRD_CLASS_HOMEOBOXES_AND_PSUDOGENES,PRD class homeoboxes and psudogenes LOF,LOF,Broad_moa,MoA
781,CGS001-5013,OTX1,KD_PRD_CLASS_HOMEOBOXES_AND_PSUDOGENES,PRD class homeoboxes and psudogenes LOF,LOF,Broad_moa,MoA
782,CGS001-5015,OTX2,KD_PRD_CLASS_HOMEOBOXES_AND_PSUDOGENES,PRD class homeoboxes and psudogenes LOF,LOF,Broad_moa,MoA
783,BRD-K88560311,rucaparib,CP_PARP_INHIBITOR,PARP inhibitor,CP,Broad_moa,MoA
784,BRD-K87142802,veliparib,CP_PARP_INHIBITOR,PARP inhibitor,CP,Broad_moa,MoA
785,BRD-K75958195,pizotifen,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
786,BRD-K15588452,R-96544,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
787,BRD-K20742498,RS-39604,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
788,BRD-K30867024,SB-216641,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
789,BRD-A15530910,SDZ-21009,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
790,BRD-K00615600,AG-14361,CP_PARP_INHIBITOR,PARP inhibitor,CP,Broad_moa,MoA
791,BRD-K61314889,endo-IWR-1,CP_PARP_INHIBITOR,PARP inhibitor,CP,Broad_moa,MoA
792,BRD-K02113016,olaparib,CP_PARP_INHIBITOR,PARP inhibitor,CP,Broad_moa,MoA
793,BRD-K11163873,phenanthridone,CP_PARP_INHIBITOR,PARP inhibitor,CP,Broad_moa,MoA
794,BRD-K11853856,PJ-34,CP_PARP_INHIBITOR,PARP inhibitor,CP,Broad_moa,MoA
795,BRD-K88560311,rucaparib,CP_PARP_INHIBITOR,PARP inhibitor,CP,Broad_moa,MoA
796,BRD-K87142802,veliparib,CP_PARP_INHIBITOR,PARP inhibitor,CP,Broad_moa,MoA
797,BRD-K75958195,pizotifen,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
798,BRD-K15588452,R-96544,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
799,BRD-K20742498,RS-39604,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
800,BRD-K30867024,SB-216641,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
801,BRD-A15530910,SDZ-21009,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
802,BRD-K53737926,amitriptyline,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
803,BRD-A85587465,bemesetron,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
804,BRD-K37289225,clozapine,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
805,BRD-K11911061,GR-127935,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
806,BRD-K46441700,GR-55562,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
807,BRD-K14282469,LY-165163,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
808,BRD-A30435184,metergoline,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
809,BRD-K63165456,norcyclobenzaprine,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
810,BRD-K75958195,pizotifen,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
811,BRD-K15588452,R-96544,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
812,BRD-K20742498,RS-39604,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
813,BRD-K30867024,SB-216641,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
814,BRD-A15530910,SDZ-21009,CP_SEROTONIN_RECEPTOR_ANTAGONIST,Serotonin receptor antagonist,CP,Broad_moa,MoA
815,BRD-A56675431,altizide,CP_NA_K_CL_TRANSPORTER_INHIBITOR,Na-K-Cl transporter inhibitor,CP,Broad_moa,MoA
816,BRD-A95869247,indapamide,CP_NA_K_CL_TRANSPORTER_INHIBITOR,Na-K-Cl transporter inhibitor,CP,Broad_moa,MoA
817,BRD-A59303141,quinethazone,CP_NA_K_CL_TRANSPORTER_INHIBITOR,Na-K-Cl transporter inhibitor,CP,Broad_moa,MoA
818,BRD-K28360340,TW-37,CP_BCL_INHIBITOR,BCL inhibitor,CP,Broad_moa,MoA
819,BRD-K52751261,TAK-715,CP_P38_MAPK_INHIBITOR,P38 MAPK inhibitor,CP,Broad_moa,MoA
820,BRD-K07736136,VX-702,CP_P38_MAPK_INHIBITOR,P38 MAPK inhibitor,CP,Broad_moa,MoA
821,BRD-K91900765,VX-745,CP_P38_MAPK_INHIBITOR,P38 MAPK inhibitor,CP,Broad_moa,MoA
822,BRD-K09499853,KU-0060648,CP_DNA_DEPENDENT_PROTEIN_KINASE_INHIBITOR,DNA dependent protein kinase inhibitor,CP,Broad_moa,MoA
823,BRD-K09537769,NU-7026,CP_DNA_DEPENDENT_PROTEIN_KINASE_INHIBITOR,DNA dependent protein kinase inhibitor,CP,Broad_moa,MoA
824,BRD-K00337317,NU-7441,CP_DNA_DEPENDENT_PROTEIN_KINASE_INHIBITOR,DNA dependent protein kinase inhibitor,CP,Broad_moa,MoA
825,BRD-K51018020,VAMA-37,CP_DNA_DEPENDENT_PROTEIN_KINASE_INHIBITOR,DNA dependent protein kinase inhibitor,CP,Broad_moa,MoA
826,BRD-K28360340,TW-37,CP_BCL_INHIBITOR,BCL inhibitor,CP,Broad_moa,MoA
827,BRD-K52751261,TAK-715,CP_P38_MAPK_INHIBITOR,P38 MAPK inhibitor,CP,Broad_moa,MoA
828,BRD-K07736136,VX-702,CP_P38_MAPK_INHIBITOR,P38 MAPK inhibitor,CP,Broad_moa,MoA
829,BRD-K91900765,VX-745,CP_P38_MAPK_INHIBITOR,P38 MAPK inhibitor,CP,Broad_moa,MoA
830,BRD-K56301217,ABT-737,CP_BCL_INHIBITOR,BCL inhibitor,CP,Broad_moa,MoA
831,BRD-K39111395,BCL2-inhibitor,CP_BCL_INHIBITOR,BCL inhibitor,CP,Broad_moa,MoA
832,BRD-K19295594,gossypol,CP_BCL_INHIBITOR,BCL inhibitor,CP,Broad_moa,MoA
833,BRD-A13807286,HA-14-1,CP_BCL_INHIBITOR,BCL inhibitor,CP,Broad_moa,MoA
834,BRD-K15600710,obatoclax,CP_BCL_INHIBITOR,BCL inhibitor,CP,Broad_moa,MoA
835,BRD-K28360340,TW-37,CP_BCL_INHIBITOR,BCL inhibitor,CP,Broad_moa,MoA
836,BRD-K52751261,TAK-715,CP_P38_MAPK_INHIBITOR,P38 MAPK inhibitor,CP,Broad_moa,MoA
837,BRD-K07736136,VX-702,CP_P38_MAPK_INHIBITOR,P38 MAPK inhibitor,CP,Broad_moa,MoA
838,BRD-K91900765,VX-745,CP_P38_MAPK_INHIBITOR,P38 MAPK inhibitor,CP,Broad_moa,MoA
839,BRD-K06234293,LY-364947,CP_P38_MAPK_INHIBITOR,P38 MAPK inhibitor,CP,Broad_moa,MoA
840,BRD-K95202259,ML-3163,CP_P38_MAPK_INHIBITOR,P38 MAPK inhibitor,CP,Broad_moa,MoA
841,BRD-K77133231,PD-169316,CP_P38_MAPK_INHIBITOR,P38 MAPK inhibitor,CP,Broad_moa,MoA
842,BRD-K54330070,SB-202190,CP_P38_MAPK_INHIBITOR,P38 MAPK inhibitor,CP,Broad_moa,MoA
843,BRD-K99291625,SB-203580,CP_P38_MAPK_INHIBITOR,P38 MAPK inhibitor,CP,Broad_moa,MoA
844,BRD-K82091397,SB-239063,CP_P38_MAPK_INHIBITOR,P38 MAPK inhibitor,CP,Broad_moa,MoA
